Sort,Latitude,Longitude,Sample Sites,Year,,High_Low,DateNote,Slope,WShedArea,DistanceUS,DATE,TIME,D'/W',Depth(ft),Width(ft),XC_Area,W/D,TEMP.,pH,COND.,DO,VEL.,TURB.,TSS,NH3,Hardness,Ca,Mg,Alk,CI,FI,S,Nate,Nite,OP,TP,As,Ba,Cr,Cd,Cu,Fe,Pb,Mn,Hg,Ni,Se,Ag,Na,Zn,E_Coli,Total_Coli,Fecal_Coli,BOD,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
605,43.02743889,102.8340639,White River I,2000,,H,,,,,,,,,,,,,,,,,,,,,,,320,12,0.6,274,0.8,0,0.07,0.07,0.006,0.1,0,0.0005,0,0.84,0,0.06,0,0,0,0,119,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
606,43.02743889,102.8340639,White River I,2000,,L,,,,,,,,,,,,,,,,,,,,,,,284,16,0.5,255,0,0.47,0.33,0.37,0.006,0.2,0,0,0.01,6.38,0.003,0.28,0,0,0,0,80,0.028,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
607,43.31306389,102.7838944,White River II,1993,,H,,,,,5/4/93,2:30pm,1.4'/54',1.3,54,72,40.5,15.5,8.9,447,10.8,,106.8,,,,,,234,4,0.21,126,0.32,0.026,0.117,1.65,0.196,0.594,0.003,0.108,0.039,66.4,0.019,1.07,0.0007,0.131,0.005,0.0005,54,0.62,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
608,43.31306389,102.7838944,White River II,1993,,L,,,,,12/7/93,,"1'6""/70'9""",1.5,50.8,76.2,33.86666667,0,7.52,325,13,1.52,,,,,,,215,11,0.4,68,0.84,0,0.026,0.9,0.105,0.44,0,0.046,0.031,35.5,0.024,0.37,0,0.025,0,0.0102,81,0.22,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
609,43.31306389,102.7838944,White River II,1994,,H,,,,,5/25/94,2:00pm,"7""/56'10""",0.6,56.8,33.13333333,97.37142857,24,8.51,172,6.88,1.25,,,,,,,144,32,0.61,415,0,0,0.046,0.19,<0.005,0.1,0.009,,0.012,0.3,0,0.06,0.0004,,,,226,0.01,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
610,43.31306389,102.7838944,White River II,1994,,L,,,,,,,,,,,,,,,,,,,,,,,144,32,0.61,415,0,0,0.046,0.19,<0.005 ,0.1,0.009,,0.012,0.3,0,0.06,0.0004,,,,226,0.01,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
611,43.31306389,102.7838944,White River II,1995,,H,e,,,,5/12/95,,,,,,,,,,,,,,,,,,232,13,0.45,154,0.43,0,0.13,0.453,0.043,0.232,0.012,,0.02,12.3,0.007,0.31,0.0016,,,,79,0.07,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
612,43.31306389,102.7838944,White River II,1995,,H,,,,,8/9/95,,1.7'/27',1.6,27,42.75,17.05263158,27.6,9.4,88.5,12.2,1.46,62,,,,,,211,12,0.82,152,0,0,0,1.31,0.17,0.71,0.087,,0.1,77,0.044,0.7,0.0008,,,,110,0.33,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
613,43.31306389,102.7838944,White River II,1996,,H,,,,,5/21/96,12:00pm,"1'3""/30'6""",1.3,30.5,38.125,24.4,20.36,9.82,1.11,8.2,2.1,169.3,,,,,,268,17,0.5,220,0,0,0.07,0.21,0.009,0.259,0.007,,0.01,5.1,0,0.13,0,,,,128,0.042,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
614,43.31306389,102.7838944,White River II,1996,,L,,,,,11/5/96,12:15pm,"1'7""/29'11""",1.6,29.9,47.34166667,18.88421053,4.23,9.9,1.08,2.5,2.1,1,,,,,,220,11,0.5,110,0,0,0,0.15,0.01,0.211,0.012,,0.01,4.71,0.0006,0.12,0.0003,,,,70,0.059,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
615,43.31306389,102.7838944,White River II,1997,,H,,,,,6/19/97,1:37pm,"1'5""/43'5""",1.4,43.4,61.48333333,30.63529412,22.74,8.11,0,3.93,5,198.1,,,,,,268,13,0.44,274,0.24,0.24,0.27,0.4,0.012,0.2,0,0.0006,0.02,5.7,0.006,0.41,0.0003,0,,0,115,0.04,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
616,43.31306389,102.7838944,White River II,1997,,L,,,,,10/1/97,2:04pm,"9""/22'",0.8,22,16.5,29.33333333,14.01,8.88,1.28,5.44,3.42,81.2,,,,,,284,16,0.46,376,0,0,0.09,0.14,0.008,0.014,0,0,0,1.9,0,0.21,0,0,,0,160,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
619,43.31306389,102.7838944,White River II,1999,,H,,,,,6/29/99,11:45am,"11""/43'1""",0.9,43.1,39.50833333,47.01818182,20.69,7.9,978,8.8,29.5,176.6,,,,,,252,8,0.81,439,0,0.17,0.28,0.29,0.012,0.22,0,0.0007,0,10.2,0.007,0.36,0,0,0,0.01,97,0.04,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
621,43.31306389,102.7838944,White River II,2000,,H,,,,,,,,,,,,,,,,,,,,,,,302,15,0.7,299,0.32,0,0.1,0.1,0.007,0,0,0,0,1.03,0,0.11,0,0,0,0,125,0.007,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
622,43.31306389,102.7838944,White River II,2000,,L,,,,,,,,,,,,,,,,,,,,,,,244,14,0.4,362,0.07,0.16,1.2,2.2,0.013,0.1,0,0.0013,0,0.43,0.036,0.09,0,0,0,0,120,0.006,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
623,43.63102222,102.2466694,White River III,1993,,H,,,,,6/10/93,,4'/---,0.0,,,,20,8.91,350,,1.33,,,,,,,121,5,0.28,174,0.42,0,0.405,3.1,0.232,6.64,0.0021,0.249,0.107,128,0.063,2.26,0.0014,0.13,0.004,0.0008,97,0.49,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
624,43.63102222,102.2466694,White River III,1993,,L,,,,,12/3/93,,1'/200',1.0,200,200,200,0,7.77,398,12.14,,,,,,,,284,11,0.4,105,1.43,0,0.08,1.09,0.401,0.21,0,0.059,0.046,55,0.04,0.59,0,0.056,0.002,0.0132,113,0.24,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
625,43.63102222,102.2466694,White River III,1994,,H,,,,,6/28/94,1:35pm,"8""/50'",0.7,50,33.33333333,75,26.2,8.83,190,6.64,1.45,,,,,,,220,24,0.42,191,0,0,0.015,0.278,0.065,0.22,0.023,,0.016,13,0.013,0.23,0,,,,118,0.21,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
626,43.63102222,102.2466694,White River III,1994,,L,,,,,,,,,,,,,,,,,,,,,,,218,17,0.54,101,0,0,0.332,0.368,0.077,0.11,0.03,,0.012,0.3,0.012,0.37,0.01,,,,143,0.26,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
627,43.63102222,102.2466694,White River III,1995,,H,e,,,,5/12/95,,,,,,,,,,,,,,,,,,274,14,0.4,66,0,0,0.08,0.095,0,0.18,0,,0,0.31,0,0.03,0.002,,,,69,0.02,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
628,43.63102222,102.2466694,White River III,1995,,L,,,,,11/20/95,1:06pm,0.8'/102.5',0.8,102.5,82,128.125,3.79,8.6,937,4.53,2.18,29,,,,,,252,11,0.29,185,0,0,0.26,0.26,0.023,0.152,0.007,,0.01,6.26,0.005,0.06,0,,,,99,0.07, ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
629,43.63102222,102.2466694,White River III,1996,,H,,,,,6/17/96,12:10pm,1.5'/---,1.5,,,,25.59,10.22,795,11.5,2.5,199,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
630,43.63102222,102.2466694,White River III,1996,,L,,,,,10/31/96,2:00pm,"2'5""/130'",2.4,130,314.1666667,53.79310345,1.45,10.99,420,2,6.2,37.9,,,,,,580,9,0.4,360,0.9,0,0.31,12.9,0.057,2.3,0.177,,0.253,177,0.261,4.1,0.0005,,,,148,0.6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
631,43.63102222,102.2466694,White River III,1997,,H,,,,,7/1/97,1:25pm,"1'6""/120'",1.5,120,180,80,24.59,8.64,906,3.58,5.2,160.5,,,,,,0,8,0.53,251,0.59,0.59,2.89,3.19,0.034,0.8,0.07,0.0022,0.09,75,0.052,1.6,0.0003,0.05,,0,150,0.25,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
632,43.63102222,102.2466694,White River III,1997,,L,,,,,10/7/97,11:35am,1'/52',1.0,52,52,52,16.1,9.28,1.06,6.51,1.7,95.8,,,,,,225,14,0.4,289,0,0,0.09,0.13,0.008,0.11,0,0,0,1.9,0.002,0.06,0,0,,0,0,0.03,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
635,43.63102222,102.2466694,White River III,1999,,H,,,,,7/28/99,,"3""/135'",3.0,135,405,45,31.18,8.44,840,8.51,,286,,,,,,152,11,0.7,282,0,0,0.28,0.4,0.013,0.14,0,0.0006,0.01,7.27,0.006,0.14,0,0,0,0,102,0.03,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
636,43.63102222,102.2466694,White River III,1999,,L,,,,,12/15/99,12:47pm,"2'1""/",2.1,,,,-0.16,7.59,930,1.9,5.4,46.2,,,,,,318,13,0.5,191,0,0.07,0.11,0.12,0.007,0.11,0,0,0,1.89,0,0.03,0,0,0,0,127,0.007,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
637,43.63102222,102.2466694,White River III,2000,,H,,,,,,,,,,,,,,,,,,,,,,,260,15,0.2,281,0,0,0.33,0.37,0.007,0.2,0,0,0,6.59,0.003,0.21,0,0,0,0,117,0.028,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
638,43.63102222,102.2466694,White River III,2000,,L,,,,,,,,,,,,,,,,,,,,,,,390,20,0.5,264,0,0,0.22,0.24,0.005,0,0,0,0,4.76,0.003,0.08,0,0,0,0,146,0.059,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
639,43.63102222,102.2466694,White River III,2004,,H,,,,,,,,,,,,,,,,,,,,,,,250,11,0.63,93,0,0,0.14,0.19,0.009,0.12,0,0,0,5.7,0.004,0.12,0,0,0,0,80,0.02,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
640,43.79367778,101.2553806,White River IV,1993,,H,,,,,6/23/93,1:17pm,6'/450',6.0,450,225,75,20,,420,10.02,3.5,,,,,,,284,3,0.43,96,0.22,0,0.02,0.075,0.07,1.95,0.0012,0.022,0.029,13.8,0.08,0,0,0.032,0.005,0,118,0.11,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
641,43.79367778,101.2553806,White River IV,1993,,L,,,,,12/9/93,,1.5'/300',1.5,300,450,200,0,7.32,305,12.54,0.72,,,,,,,219,6,0.37,64,0.77,0,0.031,0.74,0.022,0.55,0,0.07,0.051,73.8,0.047,0.82,0,0.065,0,0.0028,96,0.3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
642,43.79367778,101.2553806,White River IV,1994,,H,,,,,,,,,,,,,,,,,,,,,,,182,16,0.56,120,0.63,0,0.235,4.3,0.486,0.68,0.184,,0.18,209,0.102,3.31,0,,,,95,0.82,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
643,43.79367778,101.2553806,White River IV,1994,,L,,,,,,,,,,,,,,,,,,,,,,,335,15,1,86,1.25,0,3.4,4.84,0.483,1.07,0.207,,0,3.26,0.43,3.16,0.0003,,,,144,0.03,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
644,43.79367778,101.2553806,White River IV,1995,,H,,,,,5/23/95,,"11""/38'",0.9,38,34.83333333,41.45454545,17.7,8.79,105,7.42,1.3,0.3,,,,,,284,12,0.31,244,0,0,0.185,0.595,0.008,0.132,0.008,,0.007,4.37,<0.005,0.08,0.0004,,,,124,0.03,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
645,43.79367778,101.2553806,White River IV,1995,,L,,,,,10/26/95,2:14pm,"3'1""/125'",3.1,125,385.4166667,40.54054054,6.9,8.32,540,7.78,2.01,,,,,,,180,11,0.47,45,0.79,0,4.88,5.38,0.08,1.28,0.11,,0.12,150,0.115,2.4,0.0004,,,,111,0.6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
647,43.79367778,101.2553806,White River IV,1996,,L,,,,,11/12/96,1:00pm,2'/80',2.0,80,160,40,-0.13,9.69,1.05,2.05,0.7,1,,,,,,270,11,0.5,205,0.7,0.01,0.08,0.57,0.016,0.26,0.034,,0.038,21.2,0.011,0.36,0,,,,157,0.121,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
648,43.79367778,101.2553806,White River IV,1997,,H,,,,,6/17/97,10:30am,"2'6""/26'",2.5,26,65,10.4,21.61,7.93,473,2.39,10.2,73.6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
649,43.79367778,101.2553806,White River IV,1997,,L,,,,,10/9/97,2:05pm,"6""/125'",0.5,125,62.5,250,14.87,9.01,1.23,4.52,1.6,,,,,,,234,21,0.33,429,0.1,0.1,0.28,0.28,0.008,0.14,0,0,0.01,4.2,0.004,0.15,0,0,,0,210,0.03,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
650,43.79367778,101.2553806,White River IV,1998,,H,,,,,,,,,,,,,,,,,,,,,,,280,27,0.46,207,0,0,0.25,0.25,0.009,0.1,0.01,0,0.01,5.1,0.005,0.11,0,0,,0,130,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
652,43.79367778,101.2553806,White River IV,1999,,H,,,,,8/16/99,3:49pm,"13""/84'",1.1,84,91,77.53846154,28.85,8.34,899,8.97,6.15,,,,,,,244,11,0.5,209,0.05,0,1.38,1.42,0.017,0.33,0.04,0.005,0.05,61.3,0.038,1.03,0,0.03,0,0,177,0.2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
655,43.79367778,101.2553806,White River IV,2000,,L,,,,,,,,,,,,,,,,,,,,,,,198,6,0.2,162,0.86,0,0.29,0.3,0.006,0,0,0,0,5.96,0.004,0.1,0,0,0,0,114,0.024,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
656,43.02409167,102.479025,Wolf Creek I,1993,,H,,,,,6/9/93,7:30am,"9""/----",0.8,,,,15,8.2,310,1.55,0.61,,,,,,,187,4,0.37,0,0,0,0.05,0.075,0.005,0.233,0,0.009,0,0.2,0,0.03,0.0011,0,0,0,14,0.06,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
657,43.02409167,102.479025,Wolf Creek I,1993,,L,,,,,11/17/93,,"8""/5'6""",0.7,5.5,3.666666667,8.25,1,8.21,209,13.04,0.53,1.34,,,,,,190,11,0.36,11,0,0,0.01,0.01,0,0.18,0,0.01,0,0.06,0,0.03,0.0014,0,0,0,12,0.25,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
658,43.02409167,102.479025,Wolf Creek I,1994,,H,,,,,5/23/94,9:30am,"8""/2.5""",0.7,2.5,1.666666667,3.75,18.9,9,141,8.1,0.23,4.28,,,,,,196,9,0.41,10,0,0,0.071,0.124,0,0.23,0,,0,0.45,0,0.11,0,,,,17,0.09,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
659,43.02409167,102.479025,Wolf Creek I,1994,,L,,,,,,,,,,,,,,,,,,,,,,,191,19,0.4,11,0.1,0,0.15,0.161,0,0.25,0.008,,0,0.32,0,0.06,0.0009,,,,13,0.06,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
660,43.02409167,102.479025,Wolf Creek I,1995,,H,,,,,5/25/95,11:08am,"7""/3'6""",0.6,3.5,2.041666667,6,13.3,8.58,49.2,8.74,1.47,0.2,,,,,,202,6,0.45,16,0,0,0.04,0.055,0,0.258,0,,0,0.56,0,0.09,0,,,,16,0.01,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
661,43.02409167,102.479025,Wolf Creek I,1995,,L,,,,,9/28/95,9:26am,1.05'/5',1.0,5,5,5,9.98,7.95,447,8.32,0.11,9.7,,,,,,204,8,0.3,0,0,0,0.035,0.037,0,0.24,0,,0,0.17,0,0.05,0.0006,,,,14,0.02,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
662,43.02409167,102.479025,Wolf Creek I,1996,,H,,,,,5/21/96,9:50am,"7""/3'2""",0.6,3.2,1.866666667,5.485714286,13.17,9.35,452,7.9,1,13.69,,,,,,206,4,0.4,0,0.17,0,0.09,0.12,0,0.194,0,,0,0.49,0,0.16,0.0003,,,,13,0.014,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
663,43.02409167,102.479025,Wolf Creek I,1996,,L,,,,,1/10/96,1:10pm,"5""/7'",0.4,7,2.916666667,16.8,15.14,10.15,440,1.4,1.3,4.8,,,,,,190,5,0.4,9,0,0,0.06,0.07,0,0.257,0,,0.01,0.06,0,0,0.0005,,,,11,0.02,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
664,43.02409167,102.479025,Wolf Creek I,1997,,H,,,,,6/4/97,10:19am,"6""/3'",0.5,3,1.5,6,17.11,8.07,509,7.28,0.8,0,,,,,,237,2,0.46,14,0.26,0.26,0.13,0.09,0.005,0.3,0,0,0,0.55,0.002,0.17,0,0,,0,22,0.02,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
665,43.02409167,102.479025,Wolf Creek I,1997,,L,,,,,9/25/97,10:57am,"6""/6'8""",0.5,6.7,3.35,13.4,11.84,8.7,422,4.86,0.83,4.4,,,,,,221,5,0.42,9,0.07,0,0.04,0.04,0,0.23,0,0,0,0.07,0,0.03,0,0,,0,13,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
666,43.02409167,102.479025,Wolf Creek I,1998,,H,,,,,,,,,,,,,,,,,,,,,,,196,7,0.46,207,0,0,0.25,0.25,0.009,0.1,0.01,0,0.01,5.1,0.005,0.11,0,0,,0,13,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
668,43.02409167,102.479025,Wolf Creek I,1999,,H,,,,,6/29/99,10:30am,"1'/2'6""",1.0,2.5,2.5,2.5,17.66,7.62,402,8.92,4.13,66.2,,,,,,196,0,0.55,10,0,0.09,0.3,0.35,0,0.26,0,0,0,1.19,0,0.15,0,0,0,0,13,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
670,43.02409167,102.479025,Wolf Creek I,2000,,H,,,,,,,,,,,,,,,,,,,,,,,190,2,0.5,13,0.26,0,0.06,0.07,0,0.2,0,0,0,0.27,0,0.05,0,0,0,0,12,0.014,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
671,43.02409167,102.479025,Wolf Creek I,2000,,L,,,,,,,,,,,,,,,,,,,,,,,218,5,0.4,11,0,0.12,0.09,0.1,0,0.2,0,0,0,0.55,0,0.09,0,0,0,0,27,0.009,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
672,43.02409167,102.479025,Wolf Creek I,2004,,H,,,,,,,,,,,,,,,,,,,,,,,200,2.3,0.63,7,0,0,0.04,0.06,0,0.28,0,0,0,0.59,0,0.07,0,0,0,0,12,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
673,43.04164722,102.3002333,Wounded Knee I,1993,,H,,,,,6/9/93,9:20am,2'/---,2.0,,,,13.5,8.09,261,,0.07,,,,,,,175,2,0.34,4,0.26,0,0.231,0.255,0,0.128,0,0,0,0.26,0,0.11,0.001,0,0,0,13,0.06,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
674,43.04164722,102.3002333,Wounded Knee I,1993,,L,,,,,11/30/93,,1.2'/9',1.2,9,10.5,7.714285714,1,8.39,171,1.77,0.86,1.76,,,,,,154,1,0.28,5,0.14,0,0.082,0.104,0,0.11,0,0,0,0.08,0,0.04,0,0,0.002,0.09,10,0.06,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
675,43.04164722,102.3002333,Wounded Knee I,1994,,H,,,,,5/28/94,1:30pm,"1'1""/8'",1.1,8,8.666666667,7.384615385,19.9,8.46,302,10.05,0.14,0.26,,,,,,164,12,0.34,4,0.13,0,0.15,0.194,0,0.11,0,,0,2.3,0,0.13,0,,,,13,0.48,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
676,43.04164722,102.3002333,Wounded Knee I,1994,,L,,,,,,,,,,,,,,,,,,,,,,,112,19,0.25,5,0.3,0,0.257,0.29,0,0.11,0.008,,0,0.49,0,0.21,0.001,,,,8,0.06,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
677,43.04164722,102.3002333,Wounded Knee I,1995,,H,,,,,5/23/95,,"1'6""/11'",1.5,11,16.5,7.333333333,8.9,8.49,37,9.24,1.8,0.8,,,,,,174,5,0.4,6,0.18,0.01,0.155,0.27,0,0.101,0,,0,0.17,0,0.09,0,,,,13,0.01,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
678,43.04164722,102.3002333,Wounded Knee I,1995,,H,,,,,7/26/95,1:30pm,9'/9.5',0.8,5,3.75,6.666666667,22.07,8.45,35.3,8.9,,0.52,,,,,,143,4,0.32,7,0.38,0,0.185,0.193,0,0.12,0,,0,0.23,0,0.07,0.0003,,,,10,0.05,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
679,43.04164722,102.3002333,Wounded Knee I,1996,,H,,,,,5/20/96,9:35am,"10""/11'",0.8,11,9.166666667,13.2,13.95,9.7,364,6.8,1.8,4.1,,,,,,164,1,0.04,0,0,0,0.19,0.19,0.005,0.15,0,,0,0.2,0,0.06,0,,,,12,0.017,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
680,43.04164722,102.3002333,Wounded Knee I,1996,,H,,,,,9/10/96,10:01am,"6'8""/10'",0.6,10,5.666666667,17.64705882,15,9.94,301,1.45,2,3.6,,,,,,130,2,0.2,7,0.6,0,0.18,0.19,0,0.125,0,,0.01,0.11,0,0.04,0.0003,,,,9,0.01,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
681,43.04164722,102.3002333,Wounded Knee I,1997,,H,,,,,6/5/97,9:53am,"1'3""/7'",1.3,7,8.75,5.6,16.98,7.91,406,3.02,1,2.3,,,,,,193,0,0.4,6,0.24,0.24,0.28,0.21,0.005,0.1,0,0,0,0.21,0,0.14,0,0,,0,22,0.02,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
682,43.04164722,102.3002333,Wounded Knee I,1997,,L,,,,,9/25/97,11:39am,"1'6""/6'",1.5,6,9,4,12.01,8.52,342,3.91,0.8,0.52,,,,,,213,13,0.38,24,0.6,0,0.34,0.36,0,0.15,0,0,0,0.25,0,0.02,0,0,,0,20,0.02,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
685,43.04164722,102.3002333,Wounded Knee I,1999,,H,,,,,6/22/99,3:04pm,"1'7""/7'",1.6,7,11.08333333,4.421052632,18.95,8.31,324,10.52,6.02,0.1,,,,,,158,0,0.62,10,0,0.15,0.45,0.44,0,0.11,0,0,0,0.19,0,0.04,0,0,0,0,11,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
687,43.04164722,102.3002333,Wounded Knee I,2000,,H,,,,,,,,,,,,,,,,,,,,,,,166,0,0.4,8,0.57,0,0.16,0.16,0,0,0,0,0,0.21,0,0.11,0,0,0,0,12,0.006,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
688,43.04164722,102.3002333,Wounded Knee I,2000,,L,,,,,,,,,,,,,,,,,,,,,,,186,0,0.4,7,0,0.24,0.22,0.22,0.006,0.1,0,0,0,0.5,0,0.06,0,0,0,0,18,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
689,43.04164722,102.3002333,Wounded Knee I,2004,,H,,,,,,,,,,,,,,,,,,,,,,,160,,,,,,0.19,0.22,0,0.13,0,,0,0,nd,0,nd,0,0,0,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
690,43.14328889,102.3580778,Wounded Knee II,1993,,H,,,,,5/4/93,9:35am,"1'8""/7'2""",1.7,7.2,12,4.32,11,8.32,261,11.2,0.64,30.6,,,,,,168,2,0.39,0,0,0,0.27,0.28,0,0.183,0,0.009,0,2.63,0,0.15,0.0009,0,0,0,16,0.07,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
